orderid,subid,merid
"863320","882942","438"
"863320","882943","395"
"863321","882944","441"
"863321","882945","506"
"863322","882946","514"
"863323","882947","651"
"863324","882948","657"
"863325","882949","348"
"863326","882950","512"
"863327","882951","657"
"863328","882952","438"
"863329","882953","528"
"863330","882954","634"
"863331","882955","512"
"863332","882956","653"
"863332","882957","655"
"863333","882958","338"
"863333","882959","528"
"863333","882960","549"
"863333","882961","534"
"863333","882962","635"
"863333","882963","635"
"863333","882964","653"
"863333","882965","656"
"863334","882966","348"
"863334","882967","514"
"863334","882968","539"
"863334","882969","549"
"863334","882970","577"
"863334","882971","633"
"863334","882972","660"
"863335","882973","492"
"863336","882974","435"
"863336","882975","656"
"863337","882976","492"
"863338","882977","506"
"863338","882978","534"
"863338","882980","533"
"863338","882981","480"
"863341","882983","383"
"863341","882984","502"
"863341","882985","608"
"863342","882986","642"
"863343","882987","656"
"863344","882988","544"
"863344","882989","595"
"863345","882990","395"
"863346","882991","574"
"863347","882992","595"
"863348","882993","512"
"863349","882994","533"
"863350","882995","427"
"863350","882996","506"
"863350","882997","506"
"863350","882998","511"
"863350","882999","549"
"863350","883000","552"
"863350","883001","338"
"863351","883002","511"
"863351","883003","375"
"863351","883004","514"
"863351","883005","338"
"863351","883006","657"
"863351","883007","660"
"863352","883008","492"
"863354","883010","636"
"863355","883011","438"
"863355","883012","476"
"863355","883013","660"
"863356","883014","658"
"863357","883015","512"
"863357","883016","540"
"863357","883017","549"
"863357","883018","338"
"863357","883019","578"
"863357","883020","652"
"863357","883021","656"
"863359","883025","338"
"863361","883027","392"
"863361","883028","511"
"863361","883029","623"
"863362","883030","634"
"863364","883032","385"
"863365","883033","512"
"863366","883034","338"
"863367","883035","563"
"863367","883036","652"
"863368","883037","533"
"863370","883039","549"
"863370","883040","314"
"863370","883041","652"
"863370","883042","656"
"863370","883043","582"
"863372","883045","539"
"863372","883046","314"
"863372","883047","608"
"863373","883048","338"
"863373","883049","348"
"863374","883050","348"
"863374","883051","514"
"863375","883052","646"
"863376","883053","512"
"863376","883054","572"
"863376","883055","577"
"863376","883056","595"
"863377","883057","549"
"863377","883058","566"
"863377","883059","655"
"863377","883060","656"
"863378","883061","338"
"863378","883062","647"
"863379","883063","528"
"863381","883065","338"
"863382","883066","435"
"863383","883067","623"
"863383","883068","501"
"863384","883069","338"
"863384","883070","405"
"863384","883071","501"
"863385","883072","574"
"863386","883073","549"
"863386","883074","563"
"863387","883075","348"
"863387","883076","492"
"863387","883077","632"
"863387","883078","642"
"863388","883079","595"
"863389","883080","405"
"863390","883081","514"
"863391","883082","485"
"863391","883083","514"
"863391","883084","544"
"863391","883085","634"
"863391","883086","642"
"863392","883087","635"
"863393","883088","647"
"863393","883089","634"
"863394","883090","634"
"863395","883091","634"
"863397","883094","385"
"863397","883095","578"
"863398","883096","439"
"863398","883097","511"
"863398","883098","511"
"863398","883099","375"
"863398","883100","466"
"863399","883101","492"
"863400","883102","506"
"863401","883103","338"
"863403","883105","502"
"863403","883106","557"
"863403","883107","563"
"863403","883108","595"
"863403","883109","633"
"863404","883110","652"
"863407","883113","634"
"863408","883114","512"
"863408","883115","577"
"863408","883116","592"
"863409","883117","634"
"863410","883118","462"
"863410","883119","629"
"863410","883120","651"
"863412","883122","539"
"863413","883123","314"
"863413","883124","375"
"863414","883125","653"
"863415","883126","539"
"863415","883127","572"
"863415","883128","595"
"863415","883129","653"
"863417","883131","514"
"863418","883132","409"
"863418","883133","528"
"863418","883134","540"
"863420","883136","383"
"863420","883137","533"
"863421","883138","646"
"863422","883139","647"
"863423","883140","476"
"863423","883141","539"
"863423","883142","595"
"863423","883143","660"
"863424","883144","549"
"863424","883145","557"
"863425","883146","394"
"863425","883147","534"
"863425","883148","314"
"863425","883149","656"
"863426","883150","392"
"863426","883151","503"
"863426","883152","511"
"863426","883153","512"
"863426","883154","513"
"863426","883155","629"
"863427","883156","424"
"863427","883157","476"
"863427","883158","481"
"863427","883159","549"
"863427","883160","577"
"863427","883161","623"
"863427","883162","466"
"863430","883168","657"
"863431","883169","405"
"863431","883170","338"
"863431","883171","634"
"863432","883172","564"
"863433","883173","646"
"863434","883174","314"
"863436","883177","354"
"863436","883178","549"
"863436","883179","595"
"863436","883180","466"
"863436","883181","657"
"863437","883182","634"
"863438","883183","338"
"863439","883184","577"
"863440","883185","492"
"863440","883186","595"
"863441","883187","608"
"863441","883188","634"
"863442","883189","375"
"863443","883190","512"
"863443","883191","513"
"863443","883192","653"
"863443","883193","656"
"863444","883194","655"
"863445","883195","534"
"863445","883196","566"
"863445","883197","660"
"863447","883202","346"
"863447","883203","513"
"863450","883206","653"
"863450","883207","653"
"863451","883208","636"
"863452","883209","612"
"863453","883210","533"
"863454","883211","657"
"863455","883212","533"
"863455","883213","660"
"863456","883214","446"
"863456","883215","528"
"863456","883216","557"
"863456","883217","625"
"863458","883221","634"
"863459","883222","338"
"863460","883223","634"
"863461","883224","338"
"863462","883225","514"
"863462","883226","539"
"863462","883227","653"
"863463","883228","608"
"863464","883229","338"
"863464","883230","549"
"863465","883231","492"
"863466","883232","435"
"863467","883233","634"
"863469","883238","544"
"863470","883239","338"
"863470","883240","549"
"863471","883241","314"
"863472","883242","439"
"863472","883243","485"
"863472","883244","375"
"863472","883245","634"
"863472","883246","646"
"863472","883247","657"
"863473","883248","590"
"863473","883249","608"
"863473","883250","651"
"863473","883251","656"
"863475","883254","595"
"863475","883255","634"
"863476","883256","511"
"863476","883257","533"
"863476","883258","608"
"863477","883259","564"
"863477","883260","623"
"863477","883261","595"
"863477","883262","633"
"863477","883263","656"
"863478","883264","512"
"863478","883265","595"
"863479","883266","533"
"863479","883267","653"
"863479","883268","655"
"863480","883269","595"
"863481","883270","501"
"863481","883271","642"
"863481","883272","652"
"863481","883273","656"
"863482","883274","395"
"863482","883275","635"
"863482","883276","651"
"863482","883277","655"
"863483","883278","348"
"863483","883279","392"
"863483","883280","590"
"863483","883281","656"
"863484","883282","314"
"863485","883283","646"
"863486","883284","492"
"863486","883285","511"
"863487","883286","480"
"863487","883287","511"
"863487","883288","552"
"863487","883289","633"
"863488","883290","514"
"863488","883291","633"
"863490","883293","338"
"863490","883294","395"
"863490","883295","417"
"863490","883296","528"
"863491","883297","481"
"863491","883298","557"
"863491","883299","564"
"863491","883300","513"
"863492","883301","623"
"863493","883302","385"
"863493","883303","533"
"863494","883304","549"
"863495","883305","534"
"863497","883307","636"
"863499","883309","435"
"863500","883310","492"
"863502","883312","392"
"863502","883313","528"
"863502","883314","656"
"863502","883315","634"
"863503","883316","338"
"863504","883317","633"
"863505","883318","338"
"863506","883319","424"
"863506","883320","441"
"863506","883321","503"
"863506","883322","506"
"863507","883323","595"
"863507","883324","660"
"863508","883325","512"
"863509","883326","517"
"863509","883327","514"
"863509","883328","634"
"863509","883329","655"
"863511","883331","511"
"863511","883332","629"
"863511","883333","632"
"863512","883334","595"
"863513","883335","338"
"863514","883336","338"
"863514","883337","503"
"863514","883338","512"
"863514","883339","540"
"863514","883340","534"
"863514","883341","577"
"863514","883342","595"
"863514","883343","566"
"863516","883345","385"
"863518","883352","348"
"863519","883353","647"
"863520","883354","549"
"863521","883355","392"
"863521","883356","492"
"863521","883357","528"
"863521","883358","514"
"863522","883359","427"
"863522","883360","506"
"863522","883361","549"
"863522","883362","314"
"863522","883363","435"
"863523","883364","485"
"863523","883365","502"
"863523","883366","528"
"863523","883367","563"
"863523","883368","608"
"863523","883369","636"
"863523","883370","652"
"863524","883371","392"
"863524","883372","462"
"863524","883373","503"
"863524","883374","563"
"863524","883375","480"
"863524","883376","660"
"863525","883377","395"
"863526","883378","514"
"863527","883379","405"
"863528","883380","656"
"863529","883381","514"
"863530","883382","314"
"863531","883383","655"
"863532","883384","511"
"863534","883387","557"
"863536","883392","502"
"863537","883393","383"
"863537","883394","544"
"863537","883395","577"
"863538","883396","446"
"863538","883397","592"
"863538","883398","592"
"863539","883399","514"
"863540","883400","636"
"863541","883401","577"
"863542","883402","503"
"863542","883403","595"
"863543","883404","528"
"863544","883405","394"
"863544","883406","552"
"863544","883407","629"
"863546","883409","314"
"863547","883410","314"
"863548","883411","435"
"863549","883412","612"
"863549","883413","634"
"863549","883414","656"
"863550","883415","642"
"863551","883416","501"
"863552","883417","656"
"863553","883418","625"
"863553","883419","635"
"863553","883420","635"
"863554","883421","549"
"863556","883423","562"
"863557","883424","385"
"863558","883425","625"
"863559","883426","383"
"863559","883427","517"
"863559","883428","314"
"863560","883429","512"
"863560","883430","514"
"863560","883431","630"
"863560","883432","630"
"863561","883433","375"
"863561","883434","646"
"863563","883436","574"
"863563","883437","603"
"863563","883438","582"
"863564","883439","348"
"863564","883440","405"
"863564","883441","375"
"863564","883442","635"
"863564","883443","635"
"863566","883445","348"
"863566","883446","466"
"863567","883447","435"
"863568","883448","652"
"863569","883449","503"
"863569","883450","314"
"863569","883451","625"
"863570","883452","630"
"863572","883458","574"
"863574","883460","354"
"863574","883461","512"
"863574","883462","552"
"863574","883463","557"
"863574","883464","656"
"863575","883465","646"
"863578","883468","657"
"863579","883469","655"
"863579","883470","657"
"863580","883471","392"
"863580","883472","439"
"863580","883473","511"
"863580","883474","314"
"863581","883475","338"
"863582","883476","511"
"863583","883477","651"
"863584","883478","634"
"863585","883479","395"
"863585","883480","492"
"863585","883481","623"
"863585","883482","660"
"863586","883483","578"
"863586","883484","338"
"863586","883485","633"
"863586","883486","652"
"863587","883487","647"
"863588","883488","385"
"863588","883489","395"
"863588","883490","502"
"863588","883491","552"
"863588","883492","656"
"863589","883493","656"
"863590","883494","647"
"863591","883495","385"
"863592","883496","441"
"863593","883497","655"
"863593","883498","657"
"863594","883499","633"
"863596","883501","608"
"863597","883502","502"
"863597","883503","375"
"863597","883504","514"
"863597","883505","577"
"863598","883506","577"
"863599","883507","549"
"863600","883508","427"
"863600","883509","534"
"863601","883510","514"
"863602","883511","392"
"863602","883512","511"
"863602","883513","563"
"863602","883514","647"
"863603","883515","634"
"863604","883516","595"
"863605","883517","646"
"863606","883518","514"
"863606","883519","623"
"863606","883520","634"
"863606","883521","636"
"863607","883522","338"
"863607","883523","506"
"863607","883524","506"
"863607","883525","375"
"863607","883526","574"
"863607","883527","574"
"863607","883528","660"
"863608","883529","446"
"863608","883530","528"
"863609","883531","492"
"863609","883532","512"
"863609","883533","514"
"863609","883534","595"
"863610","883535","657"
"863611","883536","395"
"863611","883537","549"
"863611","883538","314"
"863611","883539","338"
"863612","883540","435"
"863613","883541","394"
"863613","883542","534"
"863613","883543","574"
"863613","883544","623"
"863613","883545","635"
"863614","883546","405"
"863614","883547","506"
"863614","883548","506"
"863614","883549","533"
"863615","883550","603"
"863617","883553","338"
"863617","883554","503"
"863617","883555","511"
"863617","883556","544"
"863617","883557","659"
"863619","883559","409"
"863619","883560","417"
"863619","883561","446"
"863619","883562","651"
"863619","883563","652"
"863620","883564","427"
"863621","883565","625"
"863622","883566","533"
"863623","883567","595"
"863625","883571","634"
"863625","883572","647"
"863625","883573","651"
"863626","883574","656"
"863627","883575","653"
"863627","883576","653"
"863628","883577","338"
"863628","883578","549"
"863628","883579","647"
"863628","883580","652"
"863629","883581","646"
"863630","883582","557"
"863631","883583","338"
"863632","883584","652"
"863633","883585","528"
"863633","883586","338"
"863634","883587","503"
"863634","883588","512"
"863634","883589","549"
"863634","883590","552"
"863634","883591","577"
"863634","883592","647"
"863634","883593","651"
"863634","883594","656"
"863635","883595","563"
"863635","883596","595"
"863635","883597","633"
"863636","883598","657"
"863637","883599","625"
"863638","883600","646"
"863639","883601","417"
"863640","883602","462"
"863640","883603","549"
"863640","883604","623"
"863640","883605","652"
"863641","883606","514"
"863641","883607","564"
"863641","883608","534"
"863641","883609","651"
"863642","883610","656"
"863644","883612","623"
"863645","883613","385"
"863645","883614","582"
"863645","883615","653"
"863646","883616","314"
"863647","883617","549"
"863648","883618","629"
"863649","883619","646"
"863651","883621","348"
"863651","883622","392"
"863651","883623","395"
"863651","883624","503"
"863651","883625","657"
"863652","883626","314"
"863654","883631","385"
"863656","883635","511"
"863657","883636","595"
"863659","883638","657"
"863660","883639","544"
"863660","883640","577"
"863661","883641","634"
"863661","883642","634"
"863662","883643","528"
"863663","883644","392"
"863663","883645","476"
"863663","883646","549"
"863663","883647","608"
"863664","883648","549"
"863664","883649","573"
"863665","883650","348"
"863666","883651","438"
"863666","883652","646"
"863667","883653","405"
"863667","883654","492"
"863667","883655","528"
"863668","883656","608"
"863670","883659","533"
"863671","883660","657"
"863672","883661","635"
"863673","883662","635"
"863674","883663","446"
"863674","883664","512"
"863674","883665","549"
"863674","883666","552"
"863674","883667","574"
"863674","883668","608"
"863674","883669","629"
"863674","883670","633"
"863675","883671","346"
"863675","883672","394"
"863675","883673","485"
"863675","883674","633"
"863675","883675","635"
"863675","883676","651"
"863676","883677","635"
"863678","883679","492"
"863678","883680","506"
"863678","883681","506"
"863678","883682","635"
"863679","883683","409"
"863679","883684","512"
"863679","883685","653"
"863679","883686","656"
"863679","883687","657"
"863680","883688","348"
"863680","883689","512"
"863680","883690","577"
"863680","883691","513"
"863681","883692","492"
"863681","883693","503"
"863681","883694","574"
"863681","883695","651"
"863683","883697","557"
"863684","883698","385"
"863685","883699","549"
"863685","883700","563"
"863685","883701","636"
"863685","883702","652"
"863686","883703","595"
"863687","883704","635"
"863687","883705","635"
"863688","883706","512"
"863689","883707","656"
"863690","883708","338"
"863690","883709","608"
"863691","883710","338"
"863692","883711","549"
"863693","883712","635"
"863695","883714","514"
"863696","883715","314"
"863696","883716","552"
"863696","883717","338"
"863698","883719","435"
"863699","883720","635"
"863699","883721","635"
"863700","883722","514"
"863702","883727","657"
"863703","883728","571"
"863704","883729","476"
"863704","883730","501"
"863704","883731","517"
"863704","883732","514"
"863704","883733","533"
"863705","883734","634"
"863705","883735","492"
"863706","883736","586"
"863707","883737","338"
"863707","883738","512"
"863707","883739","590"
"863707","883740","656"
"863708","883741","435"
"863710","883748","375"
"863710","883749","660"
"863712","883753","348"
"863712","883755","424"
"863712","883757","503"
"863712","883758","634"
"863713","883759","338"
"863713","883760","427"
"863713","883761","375"
"863713","883762","528"
"863713","883763","534"
"863713","883764","660"
"863714","883765","549"
"863714","883766","634"
"863715","883767","435"
"863716","883768","383"
"863716","883769","385"
"863716","883770","375"
"863716","883771","623"
"863716","883772","656"
"863717","883773","549"
"863717","883774","563"
"863718","883775","512"
"863718","883776","544"
"863718","883777","625"
"863718","883778","652"
"863719","883779","564"
"863720","883780","346"
"863720","883781","348"
"863720","883782","462"
"863720","883783","506"
"863720","883784","512"
"863720","883785","595"
"863721","883786","644"
"863722","883787","544"
"863722","883788","534"
"863722","883789","466"
"863722","883790","655"
"863723","883791","424"
"863723","883792","501"
"863723","883793","375"
"863723","883794","577"
"863723","883795","630"
"863724","883796","338"
"863725","883797","514"
"863727","883799","394"
"863727","883800","656"
"863728","883801","511"
"863728","883802","512"
"863729","883803","652"
"863730","883804","514"
"863730","883805","647"
"863731","883806","539"
"863731","883807","549"
"863731","883808","338"
"863731","883809","652"
"863732","883810","424"
"863732","883811","574"
"863732","883812","490"
"863732","883813","625"
"863733","883814","557"
"863734","883815","394"
"863734","883816","534"
"863734","883817","595"
"863734","883818","635"
"863734","883819","653"
"863734","883820","652"
"863735","883821","314"
"863735","883822","394"
"863735","883823","502"
"863735","883824","375"
"863736","883825","635"
"863736","883826","635"
"863737","883827","435"
"863738","883828","446"
"863738","883829","462"
"863738","883830","506"
"863738","883831","623"
"863739","883832","512"
"863740","883833","646"
"863741","883834","646"
"863742","883835","656"
"863743","883836","657"
"863744","883837","595"
"863745","883838","549"
"863747","883840","512"
"863747","883841","557"
"863747","883842","577"
"863747","883843","630"
"863748","883844","385"
"863748","883845","427"
"863748","883846","561"
"863748","883847","608"
"863748","883848","651"
"863749","883849","595"
"863750","883850","492"
"863751","883851","385"
"863751","883852","528"
"863751","883853","623"
"863752","883854","511"
"863753","883855","394"
"863753","883856","512"
"863753","883857","647"
"863754","883858","647"
"863755","883859","563"
"863756","883860","634"
"863757","883861","383"
"863758","883862","651"
"863759","883863","502"
"863759","883864","514"
"863759","883865","549"
"863759","883866","634"
"863760","883867","427"
"863760","883868","517"
"863760","883869","630"
"863760","883870","655"
"863761","883871","514"
"863762","883872","636"
"863763","883873","514"
"863764","883874","646"
"863766","883876","563"
"863767","883877","514"
"863768","883878","392"
"863768","883879","511"
"863768","883880","608"
"863768","883881","651"
"863769","883882","544"
"863769","883883","657"
"863770","883884","549"
"863771","883885","549"
"863772","883886","385"
"863772","883887","375"
"863772","883888","660"
"863773","883889","572"
"863774","883890","655"
"863774","883891","635"
"863776","883893","646"
"863777","883894","385"
"863778","883895","629"
"863780","883897","635"
"863781","883898","462"
"863781","883899","506"
"863781","883900","533"
"863781","883902","314"
"863781","883903","633"
"863782","883901","544"
"863783","883904","506"
"863783","883905","561"
"863783","883906","635"
"863783","883907","653"
"863783","883908","653"
"863784","883909","383"
"863784","883910","441"
"863784","883911","653"
"863785","883912","435"
"863785","883913","633"
"863786","883914","623"
"863786","883915","595"
"863787","883916","573"
"863788","883917","511"
"863789","883918","653"
"863790","883919","383"
"863791","883920","630"
"863792","883921","375"
"863792","883922","636"
"863793","883923","492"
"863793","883924","655"
"863793","883925","652"
"863793","883926","657"
"863794","883927","634"
"863794","883928","629"
"863795","883929","375"
"863795","883930","577"
"863796","883931","653"
"863798","883933","492"
"863798","883934","512"
"863798","883935","595"
"863798","883936","635"
"863798","883937","651"
"863800","883940","338"
"863801","883941","348"
"863801","883942","565"
"863802","883943","634"
"863803","883944","528"
"863804","883945","534"
"863805","883946","480"
"863805","883947","492"
"863805","883948","511"
"863805","883949","528"
"863805","883950","577"
"863805","883951","513"
"863806","883952","557"
"863806","883953","653"
"863807","883954","511"
"863807","883955","528"
"863808","883956","512"
"863809","883957","466"
"863810","883958","647"
"863811","883959","561"
"863811","883960","651"
"863812","883961","634"
"863813","883962","595"
"863813","883963","634"
"863813","883964","642"
"863814","883965","660"
"863816","883967","633"
"863816","883968","651"
"863817","883969","511"
"863818","883970","642"
"863820","883972","634"
"863823","883979","539"
"863824","883980","512"
"863825","883981","656"
"863826","883982","528"
"863827","883983","348"
"863827","883984","577"
"863828","883985","346"
"863828","883986","446"
"863829","883987","514"
"863830","883988","492"
"863831","883989","394"
"863831","883990","552"
"863832","883991","476"
"863832","883992","503"
"863832","883993","534"
"863832","883994","660"
"863833","883995","427"
"863833","883996","375"
"863833","883997","549"
"863833","883998","635"
"863833","883999","652"
"863834","884000","348"
"863835","884001","595"
"863836","884002","512"
"863837","884003","446"
"863837","884004","314"
"863838","884005","634"
"863839","884006","635"
"863839","884007","635"
"863840","884008","392"
"863841","884009","338"
"863842","884010","476"
"863843","884011","539"
"863843","884012","577"
"863843","884013","623"
"863843","884014","634"
"863843","884015","647"
"863843","884016","651"
"863844","884017","446"
"863844","884018","481"
"863844","884019","514"
"863846","884021","512"
"863847","884022","646"
"863848","884023","552"
"863848","884024","563"
"863848","884025","564"
"863848","884026","592"
"863848","884027","651"
"863848","884028","659"
"863849","884029","656"
"863850","884030","634"
"863851","884031","476"
"863851","884032","514"
"863852","884033","392"
"863852","884034","592"
"863853","884035","512"
"863853","884036","539"
"863854","884037","513"
"863855","884038","314"
"863855","884039","564"
"863855","884040","633"
"863855","884041","635"
"863857","884043","528"
"863860","884046","481"
"863860","884047","481"
"863860","884048","512"
"863860","884049","647"
"863862","884054","563"
"863863","884055","534"
"863863","884056","534"
"863864","884057","657"
"863865","884058","338"
"863865","884059","549"
"863866","884060","435"
"863867","884061","635"
"863867","884062","635"
"863868","884063","375"
"863869","884064","314"
"863869","884065","656"
"863870","884066","427"
"863870","884067","492"
"863870","884068","528"
"863870","884069","549"
"863870","884070","435"
"863872","884072","338"
"863872","884073","435"
"863873","884074","392"
"863874","884075","511"
"863875","884076","385"
"863876","884077","634"
"863877","884078","635"
"863877","884079","635"
"863878","884080","438"
"863878","884081","514"
"863878","884082","514"
"863879","884083","577"
"863881","884087","385"
"863882","884088","635"
"863883","884089","395"
"863883","884090","480"
"863883","884091","635"
"863883","884092","635"
"863884","884093","338"
"863884","884094","634"
"863884","884095","633"
"863884","884096","651"
"863885","884097","557"
"863886","884098","549"
"863886","884099","338"
"863888","884101","651"
"863889","884102","634"
"863890","884103","476"
"863890","884104","314"
"863890","884105","565"
"863890","884106","595"
"863890","884107","630"
"863890","884108","651"
"863891","884109","466"
"863892","884110","635"
"863893","884111","338"
"863894","884112","427"
"863894","884113","534"
"863894","884114","466"
"863894","884115","466"
"863894","884116","629"
"863894","884117","634"
"863895","884118","490"
"863896","884119","512"
"863897","884120","635"
"863898","884121","338"
"863899","884122","642"
"863899","884123","657"
"863899","884124","660"
"863900","884125","512"
"863900","884126","557"
"863901","884127","435"
"863902","884128","657"
"863903","884129","528"
"863904","884130","634"
"863905","884131","634"
"863905","884132","633"
"863906","884133","656"
"863907","884134","633"
"863907","884135","656"
"863907","884136","634"
"863909","884139","314"
"863910","884140","564"
"863911","884141","405"
"863911","884142","653"
"863911","884143","635"
"863912","884144","348"
"863913","884145","514"
"863913","884146","534"
"863913","884147","577"
"863914","884148","655"
"863915","884149","647"
"863916","884150","427"
"863916","884151","511"
"863917","884152","549"
"863917","884153","557"
"863917","884154","634"
"863917","884155","653"
"863920","884158","505"
"863921","884159","511"
"863921","884160","574"
"863921","884161","574"
"863922","884162","634"
"863923","884163","608"
"863925","884167","574"
"863926","884168","424"
"863928","884170","635"
"863929","884171","375"
"863929","884172","528"
"863929","884173","549"
"863930","884174","435"
"863931","884175","634"
"863932","884176","564"
"863933","884177","348"
"863933","884178","385"
"863933","884179","466"
"863933","884180","651"
"863934","884181","577"
"863934","884182","635"
"863934","884183","635"
"863935","884184","549"
"863935","884185","634"
"863935","884186","647"
"863937","884188","485"
"863938","884189","590"
"863938","884190","633"
"863939","884191","348"
"863939","884192","514"
"863939","884193","557"
"863939","884194","657"
"863940","884195","501"
"863941","884196","427"
"863942","884197","405"
"863942","884198","544"
"863942","884199","653"
"863942","884200","653"
"863943","884201","578"
"863944","884202","577"
"863945","884203","338"
"863945","884204","652"
"863946","884205","392"
"863946","884206","512"
"863946","884207","595"
"863949","884210","492"
"863949","884211","375"
"863949","884212","595"
"863950","884213","424"
"863950","884214","561"
"863950","884215","657"
"863951","884216","392"
"863951","884217","503"
"863951","884218","533"
"863951","884219","659"
"863952","884220","595"
"863953","884221","512"
"863954","884222","383"
"863954","884223","392"
"863954","884224","375"
"863954","884225","512"
"863954","884226","528"
"863954","884227","574"
"863954","884228","574"
"863955","884229","549"
"863956","884230","635"
"863956","884231","635"
"863956","884232","635"
"863958","884234","354"
"863958","884235","375"
"863958","884236","630"
"863958","884237","634"
"863959","884238","338"
"863959","884239","652"
"863960","884240","427"
"863961","884241","348"
"863961","884242","438"
"863961","884243","492"
"863961","884244","512"
"863961","884245","514"
"863961","884246","623"
"863962","884247","511"
"863962","884248","528"
"863962","884249","623"
"863962","884250","657"
"863963","884251","511"
"863964","884252","549"
"863965","884253","647"
"863966","884254","511"
"863967","884255","427"
"863967","884256","446"
"863968","884257","435"
"863969","884258","492"
"863972","884268","348"
"863972","884269","490"
"863973","884270","634"
"863974","884271","348"
"863974","884272","577"
"863975","884273","405"
"863976","884274","346"
"863976","884275","485"
"863976","884276","502"
"863976","884277","549"
"863977","884278","655"
"863978","884279","501"
"863979","884280","435"
"863980","884281","492"
"863980","884282","511"
"863980","884283","528"
"863980","884284","539"
"863980","884285","595"
"863980","884286","566"
"863981","884287","427"
"863982","884288","544"
"863982","884289","577"
"863982","884290","657"
"863983","884291","514"
"863983","884292","514"
"863985","884295","354"
"863985","884296","511"
"863986","884297","634"
"863986","884298","462"
"863987","884299","634"
"863987","884300","647"
"863987","884301","652"
"863988","884302","348"
"863988","884303","435"
"863988","884304","492"
"863988","884305","375"
"863988","884306","514"
"863988","884307","544"
"863989","884308","385"
"863989","884309","462"
"863989","884310","502"
"863989","884311","657"
"863989","884312","635"
"863990","884313","476"
"863990","884314","514"
"863990","884315","608"
"863990","884316","634"
"863990","884317","647"
"863991","884318","338"
"863993","884320","514"
"863993","884321","502"
"863995","884323","623"
"863996","884324","549"
"863996","884325","563"
"863996","884326","338"
"863996","884327","656"
"863997","884328","634"
"863998","884329","338"
"863999","884330","514"
"864000","884331","563"
"864000","884332","647"
"864001","884333","514"
"864002","884334","438"
"864002","884335","512"
"864002","884336","581"
"864002","884337","466"
"864003","884338","646"
"864004","884339","590"
"864005","884340","348"
"864005","884341","446"
"864005","884342","533"
"864006","884343","514"
"864008","884345","427"
"864008","884346","517"
"864008","884347","514"
"864008","884348","595"
"864008","884349","629"
"864008","884350","647"
"864009","884351","656"
"864010","884352","634"
"864013","884355","634"
"864014","884356","528"
"864015","884357","314"
"864015","884358","338"
"864015","884359","573"
"864016","884360","528"
"864016","884361","639"
"864016","884362","647"
"864016","884363","634"
"864017","884364","595"
"864018","884365","338"
"864019","884366","647"
"864021","884368","564"
"864021","884369","625"
"864021","884370","635"
"864021","884371","635"
"864024","884374","564"
"864028","884378","395"
"864028","884379","506"
"864028","884380","511"
"864028","884381","657"
"864032","884385","512"
"864032","884386","552"
"864032","884387","577"
"864032","884388","592"
"864032","884389","656"
"864033","884390","625"
"864035","884392","549"
"864036","884393","647"
"864037","884394","348"
"864037","884395","375"
"864037","884396","608"
"864037","884397","656"
"864038","884398","595"
"864039","884399","490"
"864041","884402","653"
"864041","884403","653"
"864043","884405","439"
"864044","884406","492"
"864044","884407","595"
"864046","884409","424"
"864047","884410","615"
"864048","884411","566"
"864048","884412","647"
"864049","884413","578"
"864051","884415","348"
"864051","884416","375"
"864053","884421","338"
"864054","884422","625"
"864055","884423","642"
"864056","884424","634"
"864057","884425","511"
"864057","884426","512"
"864057","884427","574"
"864057","884428","633"
"864058","884429","534"
"864059","884430","439"
"864059","884431","476"
"864059","884432","552"
"864059","884433","647"
"864060","884434","492"
"864061","884435","566"
"864061","884436","338"
"864062","884437","438"
"864062","884438","511"
"864062","884439","549"
"864062","884440","552"
"864062","884441","574"
"864063","884442","480"
"864063","884443","533"
"864064","884444","501"
"864064","884445","549"
"864065","884446","506"
"864065","884447","630"
"864066","884448","485"
"864067","884449","528"
"864068","884450","492"
"864069","884451","511"
"864070","884452","563"
"864070","884453","651"
"864072","884455","392"
"864072","884456","375"
"864072","884457","528"
"864072","884458","653"
"864072","884459","653"
"864072","884460","660"
"864073","884461","462"
"864074","884462","338"
"864074","884463","314"
"864075","884464","385"
"864077","884466","563"
"864078","884467","506"
"864078","884468","512"
"864078","884469","533"
"864079","884470","660"
"864079","884471","608"
"864080","884472","383"
"864080","884473","528"
"864080","884474","533"
"864080","884475","549"
"864080","884476","435"
"864080","884477","657"
"864081","884478","435"
"864082","884479","492"
"864083","884480","635"
"864084","884481","533"
"864085","884482","314"
"864085","884483","517"
"864085","884484","634"
"864086","884485","635"
"864087","884486","338"
"864088","884487","488"
"864088","884488","506"
"864088","884489","512"
"864088","884490","435"
"864088","884491","651"
"864088","884492","656"
"864089","884493","647"
"864090","884494","552"
"864090","884495","655"
"864091","884496","348"
"864092","884497","485"
"864092","884498","314"
"864092","884499","634"
"864092","884500","659"
"864093","884501","539"
"864095","884504","492"
"864095","884505","590"
"864095","884506","651"
"864095","884507","660"
"864096","884508","512"
"864096","884509","539"
"864097","884510","549"
"864099","884512","511"
"864100","884513","528"
"864101","884514","549"
"864102","884515","651"
"864103","884516","338"
"864104","884517","512"
"864105","884518","424"
"864107","884520","513"
"864107","884521","655"
"864108","884522","375"
"864109","884523","438"
"864110","884524","652"
"864111","884525","435"
"864113","884527","485"
"864113","884528","512"
"864113","884529","625"
"864113","884530","655"
"864114","884531","534"
"864115","884532","338"
